Genes,Phos Site No,Domain No,Protein Mass,Transcript Length,Gene Length,Exon No,CDS Length,Isoform No,Amino Acid Length,target
BRIX1,8,1,41401,1926.0,10620.0,6.4,1062.0,1,353.0,Expanded Negatives
BRMS1,5,1,28461,1220.25,7792.0,7.333333333333332,708.304347826087,5,234.6,Expanded Negatives
BRPF1,52,5,137499,3242.333333333333,16289.0,8.125,3302.8813559322034,6,828.5,Expanded Negatives
BRPF3,37,5,135745,3026.714285714286,36046.0,7.25,2406.7294117647057,11,611.4545454545455,Expanded Negatives
BRWD3,37,2,203598,11381.0,138834.0,15.6,5409.0,1,1802.0,Expanded Negatives
BSCL2,8,1,44392,972.8823529411764,19570.0,5.666666666666668,864.9024390243902,19,206.84210526315792,Expanded Negatives
BST2,4,1,19769,1001.0,2691.0,4.0,543.0,1,180.0,Expanded Negatives
BTAF1,28,3,206887,7093.5,106555.0,23.25,5550.0,2,1849.0,Expanded Negatives
BTBD1,5,3,52771,2382.0,50932.0,5.2,970.0,3,301.3333333333333,Expanded Negatives
BTBD10,9,1,53779,1432.2,75296.0,6.090909090909091,868.6122448979593,7,250.42857142857144,Expanded Negatives
BTBD7,26,2,126368,3146.416666666666,95542.0,6.125,1879.7111111111112,14,518.4285714285714,Expanded Negatives
BTD,4,1,61133,1996.3,46299.0,3.8571428571428568,1363.8095238095239,10,431.4,Expanded Negatives
BTG1,5,1,19209,2566.5,5568.0,2.0,384.5,2,127.5,Expanded Negatives
BTG3,7,1,29116,854.6666666666665,14630.888888888889,3.0,528.0833333333334,6,148.33333333333334,Expanded Negatives
BTK,33,5,76281,2502.75,41349.0,8.8,1814.7972972972973,4,600.75,Expanded Negatives
BTN1A1,2,4,58960,2580.5,9201.0,7.5,1529.8,2,510.0,Expanded Negatives
BTN2A1,6,3,59633,1962.166666666667,18717.0,6.7142857142857135,942.1702127659573,7,281.57142857142856,Expanded Negatives
BTN2A2,4,3,59070,1672.3076923076926,11778.0,5.0,893.7397260273973,14,242.78571428571428,Expanded Negatives
BTN3A2,2,1,36428,1963.5,13161.0,6.105263157894738,819.0705882352942,11,233.3636363636364,Expanded Negatives
BTN3A3,5,3,65002,1170.4444444444443,12943.0,5.066666666666666,998.0384615384617,9,257.77777777777777,Expanded Negatives
BTNL8,7,3,56748,1646.375,51829.0,6.454545454545454,1031.296875,9,330.1111111111111,Expanded Negatives
BTNL9,1,3,59716,2175.6666666666665,21296.0,5.3,1159.2352941176468,4,360.0,Expanded Negatives
BUB1,63,2,122375,1950.7142857142856,40535.0,11.285714285714285,2371.8214285714284,6,585.6666666666666,Expanded Negatives
BUB1B,42,1,119545,3676.5,60113.0,7.636363636363638,2566.4137931034484,4,569.0,Expanded Negatives
BUB3,14,1,37155,2656.5,16065.0,5.8,850.0,4,269.25,Expanded Negatives
BUD13,69,1,70521,1992.5,24817.0,8.0,1441.666666666667,3,407.33333333333326,Expanded Negatives
BUD31,2,1,17000,901.0,10975.0,4.111111111111111,336.3,4,107.0,Expanded Negatives
BVES,3,1,41451,2904.333333333333,40335.0,8.0,1083.0,3,360.0,Expanded Negatives
BYSL,13,1,49601,1718.0,11547.0,4.8,842.5263157894735,3,271.3333333333333,Expanded Negatives
BZW1,10,1,48043,1671.5555555555554,16744.0,6.461538461538463,935.1232876712328,9,263.22222222222223,Expanded Negatives
C1GALT1,8,1,42203,2927.2,91717.0,3.0,748.75,5,253.2,Expanded Negatives
C1QTNF1,3,2,31743,2094.4,26974.0,3.6666666666666665,802.95,10,264.6,Expanded Negatives
C1QTNF3,1,2,26994,2380.5,24384.0,4.0,850.5,2,282.5,Expanded Negatives
C2CD2,23,2,75533,5625.333333333332,68906.0,8.25,1735.1,3,473.0,Expanded Negatives
C2CD3,55,1,260389,3472.166666666666,158496.0,7.75,4634.019047619047,7,948.1428571428572,Expanded Negatives
C2CD4C,17,1,44576,3099.0,3702.0,2.0,1266.0,1,421.0,Expanded Negatives
C2CD5,60,1,110447,2898.5,95963.0,12.777777777777779,2820.211956521739,9,764.5555555555555,Expanded Negatives
C3AR1,8,1,53864,1327.5,8169.0,2.0,944.5,2,314.0,Expanded Negatives
C4BPA,6,2,67033,1490.0,40739.0,7.333333333333332,1163.3181818181818,3,289.0,Expanded Negatives
C5,14,10,188305,5465.0,97941.0,11.2,5031.0,1,1676.0,Expanded Negatives
C5AR1,9,1,39336,1552.5,32043.0,3.333333333333333,385.66666666666674,2,183.5,Expanded Negatives
C6,6,4,104786,2058.0,119204.0,7.5,2392.069767441861,4,508.0,Expanded Negatives
C7,4,5,93518,4257.0,73687.0,5.0,2532.0,1,843.0,Expanded Negatives
C8A,12,3,65163,2356.0,63415.0,11.0,1755.0,1,584.0,Expanded Negatives
C8B,8,3,67047,2237.0,36933.0,7.833333333333332,1659.0,3,553.0,Expanded Negatives
C8G,3,1,22277,881.0,1790.0,4.333333333333333,349.7058823529412,4,127.5,Expanded Negatives
C9,6,3,63173,2770.0,140728.0,6.75,1680.0,1,559.0,Expanded Negatives
CA12,1,1,39451,3799.333333333334,60468.0,6.333333333333332,990.1,3,326.6666666666667,Expanded Negatives
CA13,3,1,29443,3884.0,63486.0,5.0,789.0,1,262.0,Expanded Negatives
CA14,6,1,37668,1304.3333333333333,7827.0,7.666666666666668,723.75,4,211.5,Expanded Negatives
CA3,11,1,29557,1146.0,75604.0,4.666666666666667,519.7272727272727,2,139.5,Expanded Negatives
CA5A,1,1,34750,1174.6666666666667,55034.0,5.333333333333333,777.0,5,264.6,Expanded Negatives
CA5B,1,1,36434,2514.75,99581.0,4.0,676.8148148148148,5,183.2,Expanded Negatives
CA8,3,1,32973,5735.0,95988.0,6.25,873.0,1,290.0,Expanded Negatives
CA9,3,1,49698,1460.0,7241.0,7.25,1240.95,2,407.5,Expanded Negatives
CAB39,6,1,39869,2099.5,108233.0,6.142857142857142,1024.5,4,340.5,Expanded Negatives
CAB39L,1,1,39088,2013.2,135414.0,7.416666666666668,864.7,10,256.7,Expanded Negatives
CABIN1,58,1,246352,4850.285714285715,167436.0,13.642857142857142,5770.081395348837,7,1437.0,Expanded Negatives
CABLES1,25,1,67599,1992.8,125903.0,5.7,937.7555555555556,6,252.83333333333331,Expanded Negatives
CABYR,25,1,52774,1253.642857142857,22647.0,4.421052631578949,830.3580246913581,17,263.70588235294116,Expanded Negatives
CACHD1,18,2,142290,5635.0,222929.0,22.66666666666667,3640.0,2,1181.5,Expanded Negatives
CACNA1H,22,1,259163,6030.0,68665.0,22.66666666666667,5126.007547169811,10,1488.6,Expanded Negatives
CACTIN,22,2,88702,1893.5,16170.0,7.0,1816.016393442623,8,463.875,Expanded Negatives
CALCOCO2,16,2,52254,1214.5833333333333,35534.0,5.5357142857142865,941.578947368421,14,240.2142857142857,Expanded Negatives
CALCR,8,2,55329,2865.2,150243.0,14.0,1166.3877551020407,8,395.25,Expanded Negatives
CALCRL,4,2,52929,2910.4,106496.0,7.888888888888888,1148.8035714285713,5,299.4,Expanded Negatives
CALD1,66,1,93231,2314.909090909091,226477.0,7.833333333333332,1446.156462585034,13,418.07692307692315,Expanded Negatives
CALR3,5,1,44996,858.5,17135.0,5.333333333333333,930.3846153846154,2,263.0,Expanded Negatives
CALU,24,3,37107,3050.0,34108.0,6.833333333333332,855.7073170731708,6,274.5,Expanded Negatives
CAMKMT,2,1,36128,823.0,410645.0,5.6,532.7333333333332,8,146.75,Expanded Negatives
CAMLG,12,1,32953,1533.0,13609.0,3.5,613.2857142857142,2,188.0,Expanded Negatives
CAMSAP1,87,3,177972,6600.666666666668,99059.0,8.2,4570.68,3,1513.0,Expanded Negatives
CAMSAP3,72,3,134750,4034.0,22402.0,11.0,3792.75,2,1262.5,Expanded Negatives
CAMTA1,14,3,183672,2275.285714285714,984252.0,5.5625,2149.4,10,321.5,Expanded Negatives
CAPN10,4,2,74952,1659.5,30971.0,7.25,1340.2989690721652,11,365.9090909090909,Expanded Negatives
CAPN11,6,3,84423,1651.5,25590.0,10.4,1616.3823529411764,3,320.3333333333333,Expanded Negatives
CAPN13,8,2,76696,2683.0,97771.0,10.285714285714286,1296.125,4,329.75,Expanded Negatives
CAPN15,13,2,117314,1700.4,26924.0,4.25,2070.64,5,383.6,Expanded Negatives
CAPN2,16,3,79995,2402.333333333333,74425.0,7.583333333333332,1816.5319148936169,3,484.33333333333326,Expanded Negatives
CAPN3,11,6,94254,1590.857142857143,52818.0,11.523809523809526,1342.368932038835,17,311.8235294117647,Expanded Negatives
CAPN6,8,3,74576,3532.0,25384.0,13.0,1926.0,1,641.0,Expanded Negatives
CAPN7,18,3,92652,2545.0,46764.0,7.428571428571429,1353.111111111111,5,250.2,Expanded Negatives
CAPN9,3,3,79097,2410.6666666666665,54619.0,15.5,1987.3157894736842,3,660.3333333333334,Expanded Negatives
CAPNS1,11,1,28316,980.3333333333335,10778.0,8.117647058823529,633.9925373134329,16,188.8125,Expanded Negatives
CAPRIN2,20,3,125925,2037.8,45399.0,9.368421052631579,1640.8397435897436,13,424.6153846153846,Expanded Negatives
CARD10,11,1,115931,2813.8,29180.0,10.1,2408.0886075949365,5,696.4,Expanded Negatives
CARD11,42,2,133284,1921.666666666667,137804.0,10.0,2589.055555555556,3,499.33333333333326,Expanded Negatives
CARD14,24,2,113270,3510.833333333333,39339.0,12.909090909090908,2290.3457943925227,9,546.3333333333334,Expanded Negatives
CARD8,2,2,48933,2519.4615384615386,75176.0,8.225806451612902,846.3961352657005,21,214.23809523809524,Expanded Negatives
CARD9,20,1,62241,1492.0,11778.0,8.75,1287.6976744186047,4,367.0,Expanded Negatives
CARF,4,1,80698,2110.625,76049.0,8.85,1194.8343195266273,19,272.8421052631579,Expanded Negatives
CARHSP1,20,1,15892,1597.3125,16070.0,3.9,398.4558823529412,16,130.875,Expanded Negatives
CARM1,5,2,65854,1798.5,51557.0,9.3,1036.4235294117648,8,274.5,Expanded Negatives
CARNS1,3,2,88484,3627.0,10639.0,6.857142857142858,2708.8965517241377,3,900.3333333333335,Expanded Negatives
CARS2,9,1,62224,886.0,72191.0,5.4848484848484835,810.0204081632652,7,196.57142857142856,Expanded Negatives
CARTPT,7,1,12829,800.0,1773.0,2.5,351.0,1,116.0,Expanded Negatives
CASC3,33,1,76278,2216.5,31853.0,4.9,1290.357142857143,4,280.25,Expanded Negatives
CASP1,11,2,45159,1028.1666666666667,9807.0,6.0,871.1,13,255.84615384615384,Expanded Negatives
CASP10,12,2,58951,3141.5714285714284,46525.0,6.6923076923076925,1220.2153846153847,8,386.625,Expanded Negatives
CASP14,1,1,27680,3145.0,8813.0,5.0,729.0,1,242.0,Expanded Negatives
CASP2,10,2,50685,2903.666666666666,19481.0,8.142857142857142,668.5833333333334,4,209.75,Expanded Negatives
CASP3,13,1,31608,1666.5,21813.0,6.833333333333332,624.439024390244,6,202.83333333333331,Expanded Negatives
CASP4,5,2,43262,903.5,26500.0,4.6923076923076925,861.8,4,229.25,Expanded Negatives
CASP5,8,2,49736,1148.5714285714287,28933.0,7.666666666666668,985.2753623188406,9,297.5555555555556,Expanded Negatives
CASP6,2,1,33310,1026.5,14961.0,4.25,587.8,4,180.0,Expanded Negatives
CASP7,13,1,34277,2296.2,51745.0,6.666666666666668,886.4166666666665,10,294.2,Expanded Negatives
CASP8,25,2,55391,1371.4,54268.0,6.05,1015.4257425742577,16,284.0,Expanded Negatives
CASP9,17,2,46281,1680.375,35702.0,6.545454545454546,781.6231884057971,10,244.8,Expanded Negatives
CASQ1,11,1,45160,1236.5,11311.0,8.0,929.4375,2,256.5,Expanded Negatives
CASQ2,7,1,46436,2674.0,68774.0,7.0,1200.0,1,399.0,Expanded Negatives
CASS4,45,3,87144,2753.5,48275.0,5.666666666666668,1814.75,2,567.5,Expanded Negatives
CAST,88,1,76573,2051.464285714286,254328.0,15.318181818181818,1719.2441860465115,31,457.5806451612903,Expanded Negatives
CATSPER4,2,1,54092,1714.0,12407.0,9.666666666666666,1337.2758620689654,3,446.33333333333326,Expanded Negatives
CATSPERG,6,1,133032,2623.0,35168.0,12.125,1693.9940828402366,8,483.75,Expanded Negatives
CAV2,10,1,18291,1636.0,221161.0,6.4,404.1428571428572,3,129.0,Expanded Negatives
CBFA2T2,21,3,67133,5678.375,159961.0,9.0,1659.7974683544305,8,497.75,Expanded Negatives
CBFA2T3,20,3,71192,1524.0,102346.0,5.181818181818182,1150.0384615384614,9,237.66666666666663,Expanded Negatives
CBFB,8,1,21508,1640.0,72074.0,4.615384615384615,479.0789473684209,6,110.83333333333331,Expanded Negatives
CBLB,43,4,109450,2165.6666666666665,214091.0,11.666666666666664,1934.06,15,504.86666666666673,Expanded Negatives
CBLC,9,4,52456,1508.5,22783.0,9.0,1178.7777777777776,4,389.5,Expanded Negatives
CBLL1,9,1,54519,2075.0,17718.0,5.125,893.0,5,298.6,Expanded Negatives
CBR1,13,1,30375,1248.5,3225.0,2.8,649.9090909090909,4,212.5,Expanded Negatives
CBR3,10,1,30850,998.0,11483.0,3.0,834.0,1,277.0,Expanded Negatives
CBX1,14,2,21418,1181.3333333333333,31426.0,5.0,485.13333333333327,6,159.83333333333334,Expanded Negatives
CBX2,19,2,56081,2844.5,9835.0,4.0,1171.0,2,371.5,Expanded Negatives
CBX3,16,2,20811,1584.6,12445.0,4.25,407.2,5,127.2,Expanded Negatives
CBX4,22,2,61368,1294.3333333333333,6284.0,4.0,780.2307692307692,3,236.66666666666663,Expanded Negatives
CBX5,17,2,22225,3736.75,49191.0,3.8333333333333335,525.6666666666666,4,166.0,Expanded Negatives
CBX8,19,2,43396,1731.333333333333,9551.0,4.75,807.3333333333335,3,268.6666666666667,Expanded Negatives
CBY1,5,1,14470,975.8,17218.0,4.2727272727272725,351.0740740740741,5,116.6,Expanded Negatives
CC2D1A,29,1,104062,2788.333333333333,24678.0,15.555555555555555,2176.0824742268037,4,671.0,Expanded Negatives
CC2D1B,13,1,94224,3389.5,20470.0,13.636363636363635,2298.8390804597707,4,752.5,Expanded Negatives
CC2D2A,10,3,186185,2501.1,131692.0,15.1,2843.4772727272725,12,582.8333333333334,Expanded Negatives
CCAR1,33,3,132821,2354.2,71365.0,12.444444444444445,2052.037914691943,14,518.3571428571429,Expanded Negatives
CCAR2,33,2,102902,1816.7272727272727,16882.0,8.928571428571429,1718.946428571429,11,393.8181818181818,Expanded Negatives
CCDC102A,11,1,62596,2432.0,24390.0,6.0,1653.0,1,550.0,Expanded Negatives
CCDC113,1,1,44220,2957.25,52679.0,5.833333333333332,728.5454545454545,5,202.4,Expanded Negatives
CCDC116,8,1,67946,1572.0,4613.0,4.0,1409.0,3,430.33333333333326,Expanded Negatives
CCDC120,29,1,67567,2974.4,16285.0,8.125,1620.532258064516,6,544.5,Expanded Negatives
CCDC124,8,1,25835,874.0,10976.0,3.75,611.5384615384615,3,194.0,Expanded Negatives
CCDC134,3,1,26561,897.5,25620.0,5.5,566.7272727272727,2,172.5,Expanded Negatives
CCDC14,38,1,106302,3117.5,64103.0,6.727272727272728,1716.117117117117,13,470.1538461538461,Expanded Negatives
CCDC141,5,2,166261,5478.75,220329.0,11.0,3135.2950819672133,4,926.0,Expanded Negatives
CCDC154,1,1,75408,2386.5,10173.0,10.5,1572.5384615384617,3,431.66666666666674,Expanded Negatives
CCDC174,8,1,53958,2791.333333333333,20913.0,8.0,1137.3636363636365,3,384.0,Expanded Negatives
CCDC22,10,1,70756,2310.0,15050.0,9.333333333333334,1884.0,1,627.0,Expanded Negatives
CCDC28B,7,1,22037,1252.0,5001.0,4.8,517.2,4,163.25,Expanded Negatives
CCDC47,3,1,55874,1867.0,31096.0,8.857142857142858,1177.1666666666667,5,331.0,Expanded Negatives
CCDC50,28,1,35822,5277.5,69574.0,8.333333333333334,1196.4782608695652,2,394.0,Expanded Negatives
CCDC59,4,1,28670,1074.0,135124.0,2.8571428571428568,634.5,2,211.0,Expanded Negatives
CCDC6,49,1,53291,5727.0,117809.0,4.666666666666667,1425.0,1,474.0,Expanded Negatives
CCDC65,9,1,57297,1738.0,27730.0,6.8,1059.2903225806454,4,349.0,Expanded Negatives
CCDC66,24,1,109411,2702.0,64657.0,7.5,1486.066037735849,8,396.25,Expanded Negatives
CCDC78,1,1,48521,1102.5,4372.0,7.235294117647059,1091.5675675675675,3,271.0,Expanded Negatives
CCDC8,13,1,59374,3236.0,3235.0,1.0,1617.0,2,538.0,Expanded Negatives
CCDC86,36,1,40236,1274.0,8968.0,4.0,532.0769230769231,3,184.0,Expanded Negatives
CCDC88B,20,1,164809,2710.0,17330.0,11.5,3361.4,3,775.6666666666665,Expanded Negatives
CCDC88C,65,1,228230,3506.4,146521.0,5.928571428571429,3812.4423076923076,5,569.8,Expanded Negatives
CCDC90B,10,1,29506,1800.0,27310.0,7.0,386.4322033898305,15,123.33333333333331,Expanded Negatives
CCIN,5,4,66582,1941.0,1940.0,1.0,1767.0,1,588.0,Expanded Negatives
CCKAR,1,2,47841,1720.0,9062.0,5.0,1287.0,1,428.0,Expanded Negatives
CCKBR,12,1,48419,1429.2,12321.0,3.333333333333333,1050.3333333333333,5,309.8,Expanded Negatives
CCM2,18,1,48837,1646.142857142857,76994.0,7.0,1075.2125,9,343.88888888888886,Expanded Negatives
CCNA1,2,2,52358,1734.5,11350.0,9.0,1331.25,4,442.75,Expanded Negatives
CCNA2,6,3,48551,2772.5,7489.0,8.0,1299.0,2,432.0,Expanded Negatives
CCNB1,14,2,48337,1219.4,11110.0,6.0,956.175,6,286.6666666666667,Expanded Negatives
CCNB1IP1,5,1,31544,1297.5555555555557,21944.0,5.5,587.4027777777778,12,173.66666666666663,Expanded Negatives
CCNB2,17,2,45282,1685.0,19919.0,5.8,1071.7826086956522,3,347.33333333333326,Expanded Negatives
CCNB3,21,2,157916,2902.0,149197.0,8.25,2289.333333333333,5,696.6,Expanded Negatives
CCNC,12,2,33243,1341.6363636363635,26438.0,9.263157894736842,619.9477124183006,14,201.2142857142857,Expanded Negatives
CCND1,9,2,33729,2430.0,13387.0,2.6666666666666665,692.5714285714287,2,181.0,Expanded Negatives
CCND2,5,2,33067,3511.0,31591.0,3.0,735.375,2,229.5,Expanded Negatives
CCND3,11,2,32520,1441.5384615384617,115424.0,3.391304347826087,483.0566037735849,13,150.38461538461542,Expanded Negatives
CCNE1,9,2,47077,1436.0,12321.0,7.428571428571429,1028.108695652174,5,330.6,Expanded Negatives
CCNE2,9,2,46757,2010.0,16908.0,7.75,882.6296296296298,6,245.0,Expanded Negatives
CCNF,10,3,87640,4230.0,29460.0,8.6,1205.7105263157896,3,343.66666666666674,Expanded Negatives
CCNG1,3,1,34074,1205.2857142857142,8582.0,4.384615384615385,606.6666666666666,7,182.14285714285717,Expanded Negatives
CCNH,10,2,37643,1536.5,94514.0,5.928571428571429,835.6666666666665,5,241.2,Expanded Negatives
CCNI,6,1,42557,1009.6,28834.0,3.555555555555556,547.3478260869565,6,144.0,Expanded Negatives
CCNI2,5,1,40622,2498.5,6958.0,4.0,1134.0,2,377.0,Expanded Negatives
CCNJL,1,2,48406,2404.6666666666665,96290.0,5.833333333333332,763.4736842105265,9,260.44444444444446,Expanded Negatives
CCNK,10,2,64240,1719.25,53875.0,6.111111111111112,1120.3529411764703,4,323.5,Expanded Negatives
CCNL1,32,2,59634,1645.0,14252.0,6.038461538461537,757.6781609195402,9,233.88888888888889,Expanded Negatives
CCNL2,21,2,58147,1675.75,13624.0,7.1,772.9710144927536,8,233.375,Expanded Negatives
CCNO,5,2,38096,1361.0,2456.0,3.0,724.5,2,240.5,Expanded Negatives
CCNT1,22,1,80685,4766.333333333333,28540.0,6.0,1011.65625,4,319.5,Expanded Negatives
CCNT2,20,1,81029,2668.8,41107.0,6.7,987.0,8,282.375,Expanded Negatives
CCNYL1,17,1,40705,1978.4,50299.0,6.875,700.7692307692308,6,220.5,Expanded Negatives
CCP110,37,1,113424,3440.8,29597.0,5.909090909090909,2469.2264150943397,6,536.0,Expanded Negatives
CCR1,9,1,41173,2646.0,6602.0,2.0,1068.0,1,355.0,Expanded Negatives
CCR10,3,1,38416,1569.666666666667,5028.0,2.0,587.3333333333334,3,195.0,Expanded Negatives
CCR2,2,1,41915,1963.0,7194.0,2.4,888.6,4,307.25,Expanded Negatives
CCR5,7,1,40524,2371.0,5352.0,1.5,1059.0,2,352.0,Expanded Negatives
CCRL2,7,1,39513,1350.8,5831.0,2.0,927.3,5,321.0,Expanded Negatives
CCS,2,2,29041,928.3333333333335,12866.0,5.4444444444444455,698.5714285714287,4,211.5,Expanded Negatives
CCZ1,13,1,55866,2010.0,27825.0,6.142857142857142,863.8965517241379,2,280.0,Expanded Negatives
CCZ1B,8,1,55866,2548.0,32636.0,4.933333333333334,742.0,3,212.66666666666663,Expanded Negatives
CD101,8,2,115109,3303.5,34726.0,6.0,3066.0,2,1021.0,Expanded Negatives
CD109,14,6,161689,9217.666666666666,132531.0,25.4,4245.397959183673,3,1413.666666666667,Expanded Negatives
CD163,2,1,125451,2767.5,33080.0,9.090909090909092,3050.578947368421,6,800.1666666666665,Expanded Negatives
CD164,1,1,20917,2546.6666666666665,15953.0,5.2,537.4285714285714,6,178.0,Expanded Negatives
CD180,2,3,74179,5388.0,17186.0,2.5,1986.0,1,661.0,Expanded Negatives
CD1B,1,2,36939,1209.5,3580.0,5.5,882.4545454545455,2,289.5,Expanded Negatives
CD1D,3,2,37717,2253.0,4949.0,7.0,1008.0,1,335.0,Expanded Negatives
CD1E,5,2,43626,1146.2857142857142,3857.0,4.6,764.1940298507463,14,235.85714285714286,Expanded Negatives
CD2,8,2,39448,1021.5,14799.0,3.5,869.1428571428571,2,242.0,Expanded Negatives
CD200R1L,3,1,29920,1101.25,31147.0,6.2,614.9032258064517,5,215.8,Expanded Negatives
CD209,12,1,45775,1382.090909090909,7571.0,5.8181818181818175,972.609375,11,322.1818181818182,Expanded Negatives
CD22,8,4,95348,1523.428571428571,28100.0,5.352941176470588,1456.9774436090229,18,339.6666666666667,Expanded Negatives
CD226,8,1,38614,4382.857142857143,130645.0,5.125,659.2926829268292,8,200.75,Expanded Negatives
CD244,6,2,41616,1592.0,32727.0,7.8,1011.0,4,334.25,Expanded Negatives
CD247,14,2,18696,1643.5,87970.0,5.857142857142858,493.5,2,163.5,Expanded Negatives
CD248,4,2,80859,2551.0,2550.0,1.0,2274.0,1,757.0,Expanded Negatives
CD27,2,1,29137,1338.0,6851.0,5.5,783.0,1,260.0,Expanded Negatives
CD274,6,2,33275,3488.5,20063.0,4.8,715.1538461538463,2,233.0,Expanded Negatives
CD276,6,3,57235,1289.2307692307693,30548.0,5.421052631578949,783.3936170212766,16,215.625,Expanded Negatives
CD28,7,1,25066,3317.333333333333,32437.0,3.6666666666666665,580.9090909090909,3,185.0,Expanded Negatives
CD2AP,42,2,71451,5412.0,149474.0,5.6,1920.0,1,639.0,Expanded Negatives
CD2BP2,18,1,37646,2389.0,4535.0,5.333333333333333,1026.0,2,341.0,Expanded Negatives
CD300A,9,2,33201,1213.0,18397.0,6.142857142857142,562.9459459459459,6,179.33333333333337,Expanded Negatives
CD300E,3,1,22918,2036.5,13853.0,3.0,533.6666666666666,2,163.0,Expanded Negatives
CD300LB,3,1,22689,1644.0,10301.0,3.5,537.8571428571429,2,174.5,Expanded Negatives
CD300LD,5,1,21558,1303.0,12918.0,4.0,585.0,1,194.0,Expanded Negatives
CD300LF,5,2,32335,1444.125,18667.0,6.0,734.5862068965519,9,240.33333333333331,Expanded Negatives
CD300LG,4,1,36060,1436.0,16491.0,5.142857142857143,809.5588235294118,6,252.83333333333331,Expanded Negatives
CD33,9,2,39825,1267.0,18796.0,5.571428571428571,867.0,4,280.75,Expanded Negatives
CD34,10,1,40716,4552.666666666667,30430.0,6.75,980.0,3,313.3333333333333,Expanded Negatives
CD36,4,1,53053,1549.235294117647,309702.0,7.958333333333332,1117.7529411764706,18,292.3333333333333,Expanded Negatives
CD37,3,1,31703,1061.0,8164.0,5.866666666666666,583.1147540983608,9,187.0,Expanded Negatives
CD38,1,1,34328,3037.5,74957.0,5.2,597.0,3,191.0,Expanded Negatives
CD3D,4,2,18930,560.5,3790.0,4.0,405.4117647058823,4,132.0,Expanded Negatives
CD3EAP,24,1,54986,1666.5,4557.0,2.5,985.4,4,282.0,Expanded Negatives
CD4,6,4,51111,1605.0,33941.0,4.833333333333333,834.25,3,217.0,Expanded Negatives
CD40,3,1,30619,1624.666666666667,11591.0,7.571428571428571,607.0625,4,197.5,Expanded Negatives
CD40LG,2,1,29274,1768.5,12197.0,4.5,758.0,2,250.5,Expanded Negatives
CD46,16,1,43747,2791.090909090909,43456.0,8.368421052631579,1072.233870967742,11,342.8181818181818,Expanded Negatives
CD5,17,1,54578,1837.0,25363.0,8.0,1177.6875,2,330.0,Expanded Negatives
CD55,12,1,41400,1735.333333333333,65428.0,8.714285714285714,1104.6336633663366,11,345.8181818181818,Expanded Negatives
CD6,17,1,71801,1583.666666666667,48697.0,6.2142857142857135,1459.2608695652175,8,406.5,Expanded Negatives
CD63,1,1,25637,830.7692307692308,4384.0,6.375,566.3917525773196,14,184.92857142857144,Expanded Negatives
CD69,1,1,22559,1348.0,8415.0,3.5,553.3333333333334,2,181.5,Expanded Negatives
CD7,8,1,25409,1290.6,2740.0,3.0,474.7894736842105,6,152.83333333333334,Expanded Negatives
CD70,1,1,21118,788.0,20920.0,3.6666666666666665,458.0,3,155.33333333333334,Expanded Negatives
CD72,7,1,40220,1288.2,37277.0,5.909090909090909,940.25,5,263.2,Expanded Negatives
CD74,6,3,33516,1598.0,12888.0,5.583333333333332,623.0784313725492,8,184.375,Expanded Negatives
CD79A,9,2,25038,875.3333333333335,4252.0,4.333333333333333,659.0769230769231,3,224.0,Expanded Negatives
CD79B,8,1,26048,967.0,3614.0,4.0,599.2941176470587,3,194.66666666666663,Expanded Negatives
CD82,4,1,29626,791.4,55931.0,6.2142857142857135,479.28125,10,138.1,Expanded Negatives
CD83,5,2,23042,2317.5,19662.0,5.0,529.5,2,175.5,Expanded Negatives
CD86,8,2,37682,1627.571428571429,65777.0,5.111111111111111,811.2682926829268,7,262.14285714285717,Expanded Negatives
CD8A,4,1,25729,2123.75,23786.0,6.25,663.6,4,216.5,Expanded Negatives
CD93,14,3,68560,6681.0,6964.0,2.0,1959.0,1,652.0,Expanded Negatives
CD99,3,1,18848,949.4285714285713,50122.0,7.133333333333334,489.32,9,143.66666666666666,Expanded Negatives
CDA,2,1,16185,809.0,29817.0,3.5,441.0,1,146.0,Expanded Negatives
CDAN1,23,1,134120,2471.0,13584.0,12.166666666666664,1785.8142857142857,4,435.75,Expanded Negatives
CDC123,7,1,39135,829.8,54624.0,7.888888888888888,735.4255319148938,5,223.0,Expanded Negatives
CDC14A,21,2,66574,2137.25,175276.0,12.428571428571427,1345.5209580838325,12,421.25,Expanded Negatives
CDC14B,9,2,56802,2387.1666666666665,129589.0,9.692307692307693,1309.5588235294115,8,418.75,Expanded Negatives
CDC16,19,2,71656,2116.428571428572,37836.0,14.0,1655.8993288590605,8,550.0,Expanded Negatives
CDC20,25,2,54723,1713.0,4222.0,7.0,1500.0,2,499.0,Expanded Negatives
CDC23,26,3,68834,1555.666666666667,25693.0,5.666666666666668,1091.4375,5,222.8,Expanded Negatives
CDC25A,27,2,59087,2238.25,31256.0,9.6,1224.0232558139535,4,350.75,Expanded Negatives
CDC25B,52,2,64987,2946.4,19349.0,12.444444444444445,1618.8461538461538,5,538.0,Expanded Negatives
CDC26,7,1,9777,871.0,19737.0,4.5,258.0,1,85.0,Expanded Negatives
CDC27,63,3,91867,2616.6,71719.0,8.631578947368421,1302.2388059701493,14,273.64285714285717,Expanded Negatives
CDC37,19,3,44468,971.8,28988.0,5.1,765.7941176470587,6,218.16666666666663,Expanded Negatives
