,genes
4848,SPDEF
4849,FYTTD1
4850,KATNAL2
4851,SH2D3C
4852,TBCEL
4853,MAP3K1
4854,GCNT1
4855,SLC22A5
4856,ZNF550
4857,COPS8
4858,E2F5
4859,RAD52
4860,PCDHGA3
4861,STMN3
4862,CARF
4863,MT1F
4864,AGPAT4
4865,TCERG1
4866,KNOP1
4867,TFRC
4868,LRRC8B
4869,KAZN
4870,LDB2
4871,TGFBR2
4872,ULK2
4873,DRG1
4874,NET1
4875,DDB2
4876,DOK1
4877,BATF3
4878,MCM4
4879,FBXO28
4880,RBM11
4881,PDZD3
4882,SNAPC4
4883,KLHDC1
4884,ADAM28
4885,INTS4
4886,GRN
4887,RRP8
4888,CDK13
4889,ANP32E
4890,FOXN1
4891,ZNF610
4892,NEIL3
4893,AQP5
4894,AOX1
4895,PPP1R8
4896,MTRF1L
4897,TRAPPC8
4898,DACT2
4899,CLK2
4900,BMP15
4901,MSH5
4902,DHRS2
4903,ITGB2
4904,HMGCL
4905,MDFI
4906,SCARA5
4907,GLUD2
4908,CEP170
4909,DBP
4910,SFXN4
4911,GRWD1
4912,KRT35
4913,TFG
4914,SPAST
4915,CUL7
4916,GSTCD
4917,THRAP3
4918,NEK4
4919,TSSK1B
4920,BSCL2
4921,BCAS3
4922,SYCE3
4923,RRP7A
4924,SERGEF
4925,TMEM87B
4926,PPIL4
4927,ARRDC3
4928,OPN4
4929,KIF26A
4930,CTSG
4931,TBCCD1
4932,FAAH2
4933,TULP4
4934,KRT36
4935,ZNF230
4936,CNEP1R1
4937,ZBTB33
4938,CPS1
4939,RAVER2
4940,CREB3L1
4941,ANP32A
4942,RPS11
4943,LPP
4944,PCDHGC3
4945,RRAD
4946,MOCS1
4947,VAX2
4948,CFB
4949,RTCA
4950,TBP
4951,RAP1GAP2
4952,DUSP12
4953,MAP7D3
4954,CRNKL1
4955,ITGA11
4956,ITPK1
4957,PRIMPOL
4958,TFAP2C
4959,TMTC3
4960,CCNE2
4961,RASGRP1
4962,MAD2L1BP
4963,RHOF
4964,EIF5
4965,HOXD10
4966,ZHX3
4967,SKOR1
4968,CNNM4
4969,TBX2
4970,AP1S3
4971,PCDH12
4972,GTPBP4
4973,ORMDL3
4974,MON2
4975,TRPC4AP
4976,UBA7
4977,TRIOBP
4978,TGIF2LX
4979,OXSM
4980,SOX1
4981,HGD
4982,SMARCD1
4983,NCF1
4984,BDKRB2
4985,DNMT3L
4986,APOOL
4987,ART4
4988,PTGR2
4989,BLK
4990,USP37
4991,MAP7
4992,SSBP4
4993,TFDP3
4994,UBXN2B
4995,TAB1
4996,NUDT10
4997,ZBED4
4998,CSTF2
4999,NAB1
5000,SMAD4
5001,S100A16
5002,CYP27A1
5003,PIK3C3
5004,NLRP2
5005,FOXP2
5006,EPS8L1
5007,TMEM123
5008,CD300LB
5009,IMPACT
5010,SF3B4
5011,LPIN2
5012,LDB3
5013,TRIM24
5014,PARD6G
5015,MYH7
5016,MFSD5
5017,ATP11C
5018,FBXW5
5019,APOH
5020,NOP14
5021,LRRC8D
5022,ABHD11
5023,RANBP3L
5024,NAPSA
5025,PLEKHA3
5026,ABCA4
5027,RFC4
5028,SLX4
5029,TNFRSF17
5030,TRIM14
5031,CNGA2
5032,CLNS1A
5033,TIMM50
5034,TRDMT1
5035,USH1G
5036,KCNG3
5037,EFCAB7
5038,NMRK2
5039,IGFBP3
5040,HIPK2
5041,NCBP2
5042,TAF2
5043,ANKRD26
5044,GK2
5045,SERPINB8
5046,UROD
5047,KRT12
5048,TYK2
5049,TCEAL4
5050,TMEM199
5051,CNTRL
5052,SDAD1
5053,NFKB1
5054,NUP35
5055,PARL
5056,DISP1
5057,STRADB
5058,STARD8
5059,ZNF497
5060,NMNAT1
5061,DHCR24
5062,NXF1
5063,UBA2
5064,GTF2E1
5065,CCS
5066,ZNF860
5067,RGS2
5068,NKX6-1
5069,FBN1
5070,RNF43
5071,PALB2
5072,NPDC1
5073,EIF2AK3
5074,VASH1
5075,CYP39A1
5076,SLC4A1AP
5077,CBX6
5078,ALX1
5079,ZNF837
5080,PHKB
5081,UBE2F
5082,PHYHIPL
5083,PRDM8
5084,ID1
5085,LACC1
5086,PMF1
5087,NSMCE4A
5088,POLR2F
5089,S100P
5090,ARMCX1
5091,MYH15
5092,KLF15
5093,FNBP1L
5094,ATP8B2
5095,KDM1B
5096,ZNF541
5097,PAQR5
5098,NOD2
5099,ZNF562
5100,CSF3R
5101,TMEM38B
5102,SIGLEC5
5103,TRA2A
5104,TAF11
5105,CYP4F22
5106,CDK3
5107,FNTB
5108,BAX
5109,NUDT13
5110,ELK4
5111,PHOSPHO1
5112,CDYL
5113,PRKAG1
5114,GPR84
5115,CHPF
5116,C7
5117,GGCT
5118,EED
5119,EXTL2
5120,STK32A
5121,SCGB3A2
5122,GOLGA5
5123,PLAU
5124,HPS6
5125,ABAT
5126,EDC3
5127,ESR2
5128,DIAPH2
5129,PON2
5130,RASA2
5131,OAT
5132,ZC3HAV1
5133,ANO1
5134,RNMT
5135,CCNT2
5136,MTBP
5137,ZNF79
5138,LGALS3
5139,PCYT1A
5140,BFAR
5141,LSR
5142,BIRC7
5143,KLF11
5144,VAMP5
5145,GTPBP1
5146,DCAF8
5147,DYSF
5148,TUBAL3
5149,RDH13
5150,AIFM3
5151,EXOSC3
5152,DNAH6
5153,HTRA1
5154,SPOP
5155,TBC1D16
5156,SLC15A1
5157,TIMELESS
5158,SRL
5159,MSI2
5160,TAF1
5161,CLCN7
5162,ZNF679
5163,SEMA3C
5164,KBTBD13
5165,ST8SIA4
5166,ABCG8
5167,FOXP4
5168,PARVA
5169,KIAA0556
5170,CERS3
5171,RBMXL1
5172,UBXN2A
5173,RNF113A
5174,LDHC
5175,MAPK13
5176,CDCA5
5177,CHMP4C
5178,DYRK1A
5179,PAM
5180,ZNF433
5181,CBX5
5182,RNASEH2A
5183,MAEA
5184,SP4
5185,SEC62
5186,MED15
5187,PIKFYVE
5188,ALKBH5
5189,EIF4G3
5190,DPCD
5191,KMT2C
5192,ALK
5193,SIX3
5194,PRX
5195,VEZT
5196,G2E3
5197,ATP6V0A2
5198,RNF220
5199,FOXH1
5200,ABCA7
5201,MLH3
5202,MAGT1
5203,SYCP2L
5204,IVL
5205,VILL
5206,ZKSCAN4
5207,MAK16
5208,CSNK1A1L
5209,PRPF38A
5210,CD300A
5211,COG6
5212,POLE3
5213,TRPC4
5214,TRMU
5215,RHBDF1
5216,AEN
5217,MCOLN1
5218,UFL1
5219,ANKHD1
5220,IPMK
5221,OTX2
5222,PSME2
5223,PLXNA3
5224,PREP
5225,FLI1
5226,TRIM71
5227,SLC25A26
5228,COL17A1
5229,PPM1B
5230,LIPJ
5231,RPP25
5232,ARHGDIB
5233,FBXO6
5234,ZNF234
5235,CASP14
5236,CYP2C9
5237,SEMA4D
5238,ZNF808
5239,GMNN
5240,MAP4K5
5241,TRIM38
5242,PAPSS1
5243,ABCA3
5244,PHF19
5245,NCF4
5246,CHTF8
5247,BLOC1S3
5248,DDRGK1
5249,SIVA1
5250,CHMP4B
5251,DERA
5252,FHL3
5253,E2F8
5254,BRI3BP
5255,FA2H
5256,NDOR1
5257,BEX2
5258,KIF26B
5259,WNT7B
5260,FGF9
5261,KPNA5
5262,OXSR1
5263,TNFRSF14
5264,AR
5265,CD37
5266,MCF2L
5267,CENPE
5268,CCDC92
5269,FGD2
5270,CAMKMT
5271,KLHL41
5272,MAB21L1
5273,NSUN6
5274,LRRC8C
5275,TRNAU1AP
5276,FOXI2
5277,KMT2A
5278,RASSF1
5279,PDE6B
5280,LRRC39
5281,COA7
5282,TRIM62
5283,CELF4
5284,SLC45A2
5285,LPXN
5286,ANAPC16
5287,ORC1
5288,PHF5A
5289,DSCC1
5290,MEIG1
5291,MUL1
5292,ATG4A
5293,FBXO11
5294,UPF3A
5295,KRT80
5296,TPD52
5297,WBP11
5298,ZFC3H1
5299,THEM4
5300,NEXN
5301,GPR39
5302,VDR
5303,CTCF
5304,NHEJ1
5305,SLC7A9
5306,RAB41
5307,PPA2
5308,BEX1
5309,ZNF45
5310,PSMD6
5311,ECM1
5312,FRS3
5313,POLA2
5314,CEBPE
5315,RAG2
5316,IFRD2
5317,ERCC4
5318,TRMT1L
5319,ATP1B3
5320,DIS3L2
5321,NPNT
5322,POLM
5323,SFMBT1
5324,SARNP
5325,TRMT10C
5326,FOXK2
5327,NOB1
5328,PPARG
5329,WHAMM
5330,ZNF844
5331,SPECC1L
5332,TM9SF1
5333,ZNF135
5334,ERCC3
5335,ZNF813
5336,PDGFA
5337,HPSE
5338,BTBD10
5339,KIAA1191
5340,PPP1R11
5341,CLDN1
5342,RNF182
5343,GALC
5344,SF3B1
5345,NPY5R
5346,LMF1
5347,PITX1
5348,FCGR2A
5349,MAGEA11
5350,BUD31
5351,ENPP2
5352,H6PD
5353,EIF3K
5354,PTDSS1
5355,TTN
5356,EPHA3
5357,PHKA1
5358,SLC22A14
5359,CHGB
5360,FKBP10
5361,TCF20
5362,NUDT5
5363,TXNL4A
5364,GBP2
5365,CT45A5
5366,RAD17
5367,LCT
5368,RSU1
5369,MED27
5370,TSPYL4
5371,CD36
5372,ALG8
5373,BRWD3
5374,UHRF1BP1L
5375,USP47
5376,TCN1
5377,NOXA1
5378,MUTYH
5379,PALLD
5380,TRAK2
5381,TYMS
5382,BNIP3L
5383,RAD18
5384,TUBGCP6
5385,VANGL1
5386,CCDC88A
5387,CD164
5388,ZFP82
5389,CLCA1
5390,FER
5391,JARID2
5392,PRICKLE3
5393,SLC35G2
5394,ZNF99
5395,ZMYM5
5396,IRF2BPL
5397,INO80C
5398,VPS13D
5399,MEMO1
5400,STARD3NL
5401,HMGXB4
5402,PLA1A
5403,EHBP1L1
5404,ATP11A
5405,CDC25C
5406,FOXM1
5407,SOX17
5408,RPL36A
5409,IGF2BP2
5410,SPRR1A
5411,HSD11B1L
5412,B3GALT6
5413,UVSSA
5414,TRIM21
5415,DNAH5
5416,PNPLA4
5417,WDR77
5418,G6PD
5419,RDH5
5420,SHROOM1
5421,SLC19A1
5422,NR4A1
5423,TSPAN3
5424,FSTL1
5425,LMO4
5426,CCDC6
5427,ZPR1
5428,HIVEP1
5429,DNASE2B
5430,NPAT
5431,DUSP15
5432,SSC5D
5433,TNFRSF13B
5434,CERS5
5435,SIRT3
5436,MMS22L
5437,SNN
5438,CYB561
5439,VASP
5440,ASB9
5441,TTLL6
5442,ASS1
5443,KIR2DL4
5444,CETN2
5445,XRCC1
5446,PLCB2
5447,FBXO7
5448,PFDN6
5449,IFT122
5450,ZNF69
5451,POLR1C
5452,PLEK2
5453,PHC3
5454,SOX10
5455,ALAS2
5456,CMAS
5457,VIPAS39
5458,KRT77
5459,ZNF688
5460,BAP1
5461,PUS1
5462,DNMT3A
5463,SS18L2
5464,CPNE7
5465,RABL3
5466,ZC3H10
5467,PPP1R3D
5468,SRRM2
5469,ARID4B
5470,GDF5
5471,NPIPA1
5472,ATG7
5473,GPX8
5474,ACTR3C
5475,VENTX
5476,PEX19
5477,MKKS
5478,GPR50
5479,PPAN
5480,SLC7A3
5481,EMD
5482,KRIT1
5483,NKRF
5484,OTUD5
5485,MYO16
5486,E2F4
5487,RENBP
5488,JOSD1
5489,PPRC1
5490,FRMD4B
5491,FOXB1
5492,ZBTB10
5493,CECR2
5494,PURG
5495,VHL
5496,NLRP5
5497,RPL37A
5498,DHX58
5499,LRIF1
5500,RRAS
5501,HTR4
5502,DHX32
5503,SLC16A9
5504,MTA3
5505,SH3BGRL3
5506,ARFGAP3
5507,SNX8
5508,RAP2C
5509,TMEM38A
5510,CYTIP
5511,TMEM71
5512,COX11
5513,API5
5514,HNRNPAB
5515,CSDE1
5516,ABCG5
5517,PKM
5518,CCDC106
5519,BEND3
5520,F10
5521,HAND2
5522,LTA4H
5523,MOGS
5524,IDI2
5525,PAX2
5526,EAF1
5527,ARID5A
5528,PHF2
5529,MPZL2
5530,SMARCD2
5531,RIT1
5532,PDLIM3
5533,TPK1
5534,SPANXC
5535,CNNM1
5536,CHD9
5537,DCK
5538,TIGD1
5539,PSMD9
5540,ZNF382
5541,TELO2
5542,MXD1
5543,TMEM63A
5544,AACS
5545,FGD6
5546,HOXB4
5547,NELFCD
5548,TOMM22
5549,PABPC5
5550,KCNIP4
5551,KATNB1
5552,RAPGEF6
5553,NHLH1
5554,PLA2G4E
5555,SYK
5556,SLC44A2
5557,PRPF38B
5558,VPS13C
5559,MBOAT7
5560,ZNF134
5561,PPM1D
5562,TAB3
5563,DNAH8
5564,NTN3
5565,EXOSC10
5566,BEST2
5567,TBCA
5568,USP39
5569,PTGR1
5570,ANKRD13D
5571,CALU
5572,SREBF2
5573,ZNF283
5574,PRSS21
5575,TMEM237
5576,TBX5
5577,ZNF746
5578,NOS3
5579,TRIM16L
5580,ADAMTSL3
5581,USP6NL
5582,PHF6
5583,SLC33A1
5584,ENY2
5585,ATP13A3
5586,TATDN3
5587,CXCR5
5588,SELENBP1
5589,KRT74
5590,HELZ2
5591,MGAM
5592,SAP18
5593,NKTR
5594,RNF10
5595,TNFSF13B
5596,PRRG4
5597,CBX4
5598,ATG2A
5599,CBS
5600,AFF3
5601,TTI2
5602,SPATA5
5603,CYB5A
5604,FPGS
5605,HERC6
5606,COPB1
5607,SEMA4B
5608,NUP210L
5609,SLC5A2
5610,AGXT
5611,ZNF157
5612,GLMN
5613,RAB22A
5614,SLC17A4
5615,CUTC
5616,NMT1
5617,UBE2Z
5618,MCUR1
5619,FUT11
5620,CLDND1
5621,KLF13
5622,S1PR4
5623,ZNF460
5624,ZFP36L2
5625,ZNF563
5626,THBS1
5627,HMGCLL1
5628,UNC119B
5629,ZNF774
5630,SNAI1
5631,YKT6
5632,ZNF214
5633,PDHA2
5634,NFE2L2
5635,HPX
5636,EXTL1
5637,LRRC34
5638,SPIRE2
5639,ING1
5640,ATXN2L
5641,HID1
5642,BHMT
5643,ESYT3
5644,ASB10
5645,LUC7L3
5646,MKNK1
5647,KLHL42
5648,ZNF217
5649,FUOM
5650,SLC12A3
5651,HMG20A
5652,PMM1
5653,ID4
5654,ZDHHC8
5655,ZNF443
5656,CHST13
5657,WIPF1
5658,CDC26
5659,CTNNBIP1
5660,BNIPL
5661,NUP85
5662,CRADD
5663,AGPAT1
5664,HOPX
5665,MPL
5666,SHB
5667,CYBB
5668,LMX1B
5669,SETDB1
5670,KMT2E
5671,GFM1
5672,MOCS2
5673,TBXA2R
5674,DNAH10
5675,ZBED5
5676,PDCD2L
5677,SCLY
5678,CAMTA2
5679,CSRNP2
5680,ZNF155
5681,SERPINB6
5682,RPS5
5683,NDUFS4
5684,AGPAT3
5685,JAK1
5686,NDST1
5687,ROR2
5688,NUAK1
5689,TBC1D23
5690,ABCC6
5691,SCN4A
5692,CUEDC2
5693,TSPAN13
5694,PDAP1
5695,HGF
5696,ZNF211
5697,RANBP2
5698,RXFP2
5699,ARVCF
5700,ARAP3
5701,LCOR
5702,DNAJC1
5703,AHCY
5704,IGHMBP2
5705,GLDC
5706,MT1E
5707,CHMP6
5708,ZNF396
5709,HAUS5
5710,FIGN
5711,SYCE1
5712,TRAF4
5713,TACO1
5714,CDC6
5715,ZNF701
5716,PABPC1L
5717,SPINT1
5718,ARID1A
5719,ZNF516
5720,POLH
5721,PABPN1
5722,ZNF667
5723,E2F3
5724,CYP2A6
5725,PCBP4
5726,CPOX
5727,FBXL5
5728,GON4L
5729,S1PR3
5730,RBM34
5731,CEACAM1
5732,COQ7
5733,LRWD1
5734,SLC37A3
5735,SAMD8
5736,CNOT7
5737,BNC2
5738,CLEC4G
5739,TBC1D1
5740,TPX2
5741,DTX4
5742,RRAGB
5743,SPHKAP
5744,BPGM
5745,PRC1
5746,PSMA5
5747,GALNT3
5748,TTLL4
5749,MED24
5750,ZNF263
5751,MRPL32
5752,PLEKHA8
5753,BIRC2
5754,RCAN3
5755,QSOX1
5756,NCLN
5757,KDM3B
5758,CEPT1
5759,MIEF1
5760,ALS2CL
5761,TRPC5
5762,LRRCC1
5763,TLE2
5764,TRPC1
5765,S100PBP
5766,PTGER3
5767,TRIM45
5768,CHMP3
5769,CDKN1C
5770,PHF14
5771,ZNF765
5772,ZBTB44
5773,COL5A2
5774,MGARP
5775,CDX2
5776,ATG4C
5777,BECN1
5778,CHST14
5779,UQCC1
5780,FLG
5781,CR1
5782,BPNT1
5783,RRP1
5784,FAM160A2
5785,ADRM1
5786,SETX
5787,DEK
5788,AMD1
5789,CCDC113
5790,NF2
5791,HEY2
5792,GLB1L3
5793,F2RL2
5794,KIRREL2
5795,CACNA1I
5796,ADARB2
5797,ZNF20
5798,WWC2
5799,CCDC141
5800,ILF3
5801,RPS6KA4
5802,LHCGR
5803,HYOU1
5804,ZNF284
5805,ZNF337
5806,RINT1
5807,KIF1C
5808,NT5C2
5809,MED29
5810,CYBA
5811,POU2F1
5812,SYF2
5813,KIF13A
5814,DUT
5815,MTCL1
5816,ZNF7
5817,RPRD1B
5818,GTF3A
5819,BBS2
5820,CHAF1A
5821,APOA2
5822,ACKR3
5823,HPRT1
5824,ARHGAP8
5825,DDX19A
5826,TAF5
5827,ZNF70
5828,RNF215
5829,STIM2
5830,PIK3CB
5831,NEK2
5832,ZFAND1
5833,WRNIP1
5834,TLR3
5835,PANX1
5836,MCTS1
5837,PVR
5838,ABHD3
5839,CASS4
5840,RPS26
5841,CXCR2
5842,PARP15
5843,SRSF11
5844,ZBTB2
5845,PRKD2
5846,NTN4
5847,SWI5
5848,IL2RG
5849,NEIL2
5850,MGAT4C
5851,CDK12
5852,UBE2E3
5853,TMCC3
5854,ANKIB1
5855,RBM41
5856,SHCBP1L
5857,PCYOX1
5858,ATXN3
5859,SEC63
5860,FGF13
5861,ZBTB20
5862,SRA1
5863,TEX15
5864,KRT3
5865,CLIP4
5866,IFIT2
5867,MFAP1
5868,TRMT12
5869,TRPM3
5870,KCTD17
5871,MPG
5872,TFR2
5873,FZD6
5874,CYTH2
5875,FGR
5876,RALGDS
5877,SERPINA12
5878,RHPN1
5879,TSEN54
5880,NPHS1
5881,SSH1
5882,GLI4
5883,APEX1
5884,APOL5
5885,REEP2
5886,PTX3
5887,FAM50B
5888,SERPINB7
5889,PPARD
5890,MSI1
5891,CX3CL1
5892,ICAM1
5893,CDK5RAP2
5894,HDAC3
5895,MYO9A
5896,PAX5
5897,AGXT2
5898,ZNF547
5899,ZNF568
5900,FOXA2
5901,USP51
5902,SULT1C3
5903,GTF3C6
5904,HOXB3
5905,MYD88
5906,CYP2C8
5907,MAML1
5908,WTIP
5909,C4BPA
5910,ZKSCAN1
5911,THSD7A
5912,ACVR1B
5913,ZNF181
5914,NMNAT3
5915,NOLC1
5916,ENDOU
5917,PLEKHA2
5918,STRIP2
5919,TXNRD1
5920,PATZ1
5921,BID
5922,MORF4L2
5923,MRPL42
5924,NUDT15
5925,ZFYVE1
5926,ASCC3
5927,CTR9
5928,GPR143
5929,SLC14A1
5930,FAM71A
5931,SPSB4
5932,ZNF264
5933,ASCC2
5934,ZNF414
5935,SMARCAD1
5936,ZNF256
5937,SOX5
5938,RPS6KA1
5939,TP53TG5
5940,CRIP3
5941,RGCC
5942,DNAJC27
5943,FOXD4L1
5944,NPRL2
5945,ETNPPL
5946,RHO
5947,ELK3
5948,NDUFAF2
5949,WDR90
5950,GTF2B
5951,OR2K2
5952,ANKS6
5953,AVL9
5954,COX7C
5955,TBXAS1
5956,F3
5957,ACOX1
5958,RUFY4
5959,MEF2B
5960,SQSTM1
5961,DGAT1
5962,CNPY3
5963,CHEK2
5964,ANKRD17
5965,YY1
5966,ZNF444
5967,NSDHL
5968,GEMIN2
5969,UBXN1
5970,REPS2
5971,CDKN1B
5972,OGFOD1
5973,ACAD8
5974,PPP6R1
5975,LPCAT4
5976,COL14A1
5977,KDM5D
5978,HYDIN
5979,USP28
5980,SP100
5981,DENND5A
5982,PCYT1B
5983,RNF133
5984,COA6
5985,BAHD1
5986,SUMF1
5987,VARS2
5988,SLAMF7
5989,NBPF1
5990,IFNAR2
5991,CHTOP
5992,TXNDC5
5993,WDR44
5994,RYK
5995,ATOH8
5996,COL11A1
5997,SLITRK5
5998,HYAL2
5999,SETD1A
6000,ADPRH
6001,ZNF543
6002,TAF8
6003,EIF2B4
6004,PGAP2
6005,ITGA2B
6006,PLCG2
6007,TRAIP
6008,TVP23C
6009,ALG1
6010,ENOX1
6011,NEK6
6012,GLE1
6013,NFKBIB
6014,RTCB
6015,TOR1B
6016,ST3GAL3
6017,SLC22A17
6018,CTNNA3
6019,PRLHR
6020,SKAP2
6021,USE1
6022,BRIX1
6023,ATG4B
6024,C9
6025,FAM126A
6026,RCL1
6027,MYBPC3
6028,FARSA
6029,SNW1
6030,TIMMDC1
6031,ARHGAP20
6032,ADH7
6033,GPBP1
6034,ACTL6A
6035,FARS2
6036,HUS1
6037,LCE1E
6038,SNRNP27
6039,MTMR12
6040,COPS7A
6041,LTB4R2
6042,ROM1
6043,RBM4B
6044,ZNF75A
6045,LCE3E
6046,IDH3G
6047,PHIP
6048,EI24
6049,CTU2
6050,TSEN2
6051,HSPB3
6052,TBC1D17
6053,KLHL5
6054,EVI5
6055,BHMT2
6056,TRIM5
6057,STC2
6058,POLN
6059,U2SURP
6060,APOBEC3C
6061,ANAPC1
6062,CTDSP1
6063,POLR2M
6064,PRSS33
6065,TSSK4
6066,TBX3
6067,FCER1G
6068,TRIM4
6069,KRT83
6070,ISCA2
6071,DBNDD2
6072,TTC8
6073,RARS2
6074,PIK3R3
6075,FAF1
6076,CFTR
6077,ARFRP1
6078,PLEKHG2
6079,CHMP4A
6080,GCSAM
6081,GTF2A1L
6082,GNPDA2
6083,DGKH
6084,TAF12
6085,ZNF282
6086,LDHAL6B
6087,KRT2
6088,MOSPD3
6089,HIC2
6090,TDP2
6091,APOA5
6092,DPF2
6093,STYK1
6094,GEN1
6095,MND1
6096,SNRPB2
6097,PLXNC1
6098,GPR78
6099,RNH1
6100,TTPA
6101,CMC2
6102,HERC5
6103,TTLL3
6104,ABHD4
6105,GMPPA
6106,KRT82
6107,RAB39A
6108,CGN
6109,SNX7
6110,GNPNAT1
6111,TRIM55
6112,LRRN4
6113,ARSI
6114,CBX7
6115,ZC3H8
6116,SEPSECS
6117,KLHL12
6118,EGR1
6119,NRF1
6120,CTC1
6121,SIRT5
6122,NFE2L3
6123,STAT5A
6124,PLRG1
6125,AXIN2
6126,PRDM16
6127,KCNQ3
6128,RGPD8
6129,LARP4
6130,SLC9A4
6131,FOXA1
6132,ZIC4
6133,CENPV
6134,ACSL5
6135,ITM2C
6136,CD4
6137,HSPB7
6138,TEKT3
6139,ZFP41
6140,NCAPH2
6141,ZDHHC7
6142,KCNK3
6143,TNRC6C
6144,LRRC1
6145,RNF31
6146,IFT80
6147,KSR2
6148,ENTPD7
6149,LCP2
6150,EGR4
6151,NDUFA1
6152,SLC7A2
6153,TAF3
6154,CCDC174
6155,DNER
6156,NIF3L1
6157,OTOG
6158,ENAM
6159,SMNDC1
6160,ROBO3
6161,GMEB2
6162,PRMT6
6163,WDHD1
6164,GYS1
6165,LIPE
6166,SCAI
6167,TTLL9
6168,CLEC7A
6169,PPIC
6170,TOB1
6171,FAP
6172,SLC10A1
6173,CNTNAP3
6174,ZNF71
6175,CDO1
6176,CSTB
6177,AMOTL2
6178,HMGCS1
6179,CYB5R4
6180,MTMR6
6181,EML4
6182,IRX4
6183,MAP4K2
6184,SENP1
6185,CHCHD2
6186,CCDC102A
6187,ING4
6188,ADNP
6189,HMBS
6190,KLF9
6191,HECTD3
6192,MOV10L1
6193,HECA
6194,RIOK2
6195,CDC123
6196,VIL1
6197,MEP1B
6198,EDC4
6199,PLEKHH3
6200,SOX3
6201,CCDC40
6202,DCAF10
6203,ABCC10
6204,SRGAP1
6205,HPD
6206,OSMR
6207,ERMP1
6208,GPRC5C
6209,HMGN2
6210,CRK
6211,SNX24
6212,DAO
6213,UNC5B
6214,HCFC1
6215,CLEC10A
6216,SAP30
6217,LOXHD1
6218,BLM
6219,MRPS28
6220,ADAT3
6221,AGAP4
6222,HAS2
6223,CEP57
6224,PPA1
6225,PNPLA7
6226,KIF20A
6227,PER3
6228,FKBPL
6229,NCF2
6230,AQR
6231,ADAM9
6232,USP21
6233,COL4A3
6234,KLF16
6235,SUPV3L1
6236,CDK14
6237,BYSL
6238,R3HCC1
6239,SMC5
6240,ACP2
6241,PARP9
6242,TMPRSS15
6243,CFDP1
6244,TSN
6245,ACAP1
6246,PCDHGB2
6247,TCF7L1
6248,ZNF341
6249,SIGIRR
6250,CYP2D6
6251,RAB3IP
6252,HLCS
6253,KCTD3
6254,MBNL2
6255,FZD2
6256,MYL10
6257,SLC25A1
6258,BMX
6259,PTPN3
6260,CLDN14
6261,SLC22A8
6262,NRIP2
6263,TSNAX
6264,TMEM143
6265,ESCO2
6266,CENPJ
6267,RNASEH1
6268,BTN2A1
6269,CETN3
6270,DYDC2
6271,FOXC1
6272,UBOX5
6273,ESX1
6274,PCDHGA11
6275,FERMT1
6276,KAT5
6277,RAPGEF1
6278,TCTN2
6279,GJC3
6280,RASSF7
6281,SLC20A1
6282,HSD17B6
6283,ZFAT
6284,AKT3
6285,FAM20C
6286,NEK1
6287,DSC1
6288,NMI
6289,CAMLG
6290,CARD8
6291,SLC2A5
6292,MSTO1
6293,DPY19L2
6294,ZFHX3
6295,NCK1
6296,ZNF852
6297,TBC1D9B
6298,GPRASP2
6299,KRT17
6300,UGT2B10
6301,NRIP1
6302,NPHP3
6303,ACSS2
6304,ZNF423
6305,RNF207
6306,SATB1
6307,LIG3
6308,LRP11
6309,HECTD2
6310,CWC15
6311,PCSK7
6312,ATP10B
6313,MAGED1
6314,ELAVL2
6315,SGCZ
6316,KBTBD7
6317,TUT1
6318,NAT1
6319,HTR6
6320,NME6
6321,UTP20
6322,TOR1AIP2
6323,CCNI2
6324,WDR41
6325,HMX2
6326,PPEF2
6327,TUSC2
6328,MNT
6329,SSRP1
6330,SLC44A1
6331,DDX27
6332,PPP1R3C
6333,MICALL1
6334,GOSR2
6335,ZNF607
6336,GSTA2
6337,MMP27
6338,WDR61
6339,FHL1
6340,AHI1
6341,LENG8
6342,ISG20L2
6343,KAT8
6344,UBE2D2
6345,SLC24A1
6346,KIAA0319
6347,SLC6A20
6348,TCF7L2
6349,CDC73
6350,KIF17
6351,HOXD4
6352,ZNF254
6353,SGPL1
6354,CAB39
6355,CCDC124
6356,HOXA2
6357,PHKA2
6358,ZBTB9
6359,GTF2H4
6360,TTLL5
6361,SLC26A3
6362,TCFL5
6363,STAT6
6364,NEU1
6365,FAXDC2
6366,CCDC65
6367,SEMA3A
6368,PTAFR
6369,ZBTB1
6370,UBR7
6371,KCNQ4
6372,STEAP4
6373,SAFB2
6374,MEF2A
6375,BMPR1A
6376,GRAMD1A
6377,SH2D4A
6378,CDKN2AIPNL
6379,RBBP6
6380,ZNF891
6381,PUS7L
6382,GTPBP2
6383,YTHDF3
6384,ZNF593
6385,USP9Y
6386,PITPNC1
6387,EVPL
6388,IPCEF1
6389,COG1
6390,FCAR
6391,GGA1
6392,SF3B5
6393,CCNK
6394,ARPIN
6395,FSBP
6396,NDUFS8
6397,KRT19
6398,AP3M1
6399,MAPKAP1
6400,DNAH14
6401,GFER
6402,CNDP1
6403,MON1A
6404,SDCBP2
6405,SNRPC
6406,TAF10
6407,SCAND1
6408,MYH3
6409,RELB
6410,COMMD1
6411,BRINP2
6412,TBRG1
6413,PSMA1
6414,SNX22
6415,SPAG6
6416,RBL2
6417,SRRM1
6418,UBE2J2
6419,SRM
6420,CYB561D2
6421,DTX1
6422,LAMTOR2
6423,ITGB7
6424,KLF17
6425,SNRPN
6426,ARHGEF4
6427,CBLB
6428,POMP
